Date+A1,Open,High,Low,Close,Volume,3M_before,Close_3M_before,3M_UP/DOWN,6M_before,Close_6M_before,6M_UP/DOWN,9M_before,Close_9M_before,9M_UP/DOWN,12_before,Close_12_before,12M_UP/DOWN
10/06/15,530.23,539,530.23,537.49,80350145,10/03/15,515.05,0,09/12/15,504.91,0,09/09/15,488.98,0,09/06/15,421.59,0
10/06/16,539.61,540.06,534.57,538.4,87475655,10/03/16,520.72,0,09/12/16,512.22,0,09/09/16,495.48,0,09/06/16,421.05,0
10/06/17,537.99,542.51,536.44,541.25,84351334,10/03/17,525.17,0,09/12/17,507.35,0,09/09/17,498.14,0,09/06/17,412.7,0
10/06/18,541.69,543.79,538.63,541.01,174195257,10/03/18,523.89,0,09/12/18,506.2,0,09/09/18,495.92,0,09/06/18,415.78,0
10/06/21,543.51,550.38,543.3,547.51,65223993,10/03/21,,,09/12/21,513.75,0,09/09/21,491.93,0,09/06/21,,
10/06/22,544.98,547.54,540.76,545.19,66982918,10/03/22,521.73,0,09/12/22,514.85,0,09/09/22,495.71,0,09/06/22,403.77,0
10/06/23,541.63,545.49,537.79,539.66,70067251,10/03/23,524.48,0,09/12/23,515.74,0,09/09/23,495.15,0,09/06/23,405.08,0
10/06/24,541.61,541.94,530.38,531.62,80236584,10/03/24,526.21,0,09/12/24,,,09/09/24,487.14,0,09/06/24,416.06,0
10/06/25,532.01,534.51,525.88,527.78,75005082,10/03/25,533.95,1,09/12/25,,,09/09/25,485.33,0,09/06/25,413.4,0
10/06/28,529.91,536.05,527.07,535.48,59995864,10/03/28,,,09/12/28,518.85,0,09/09/28,498.28,0,09/06/28,,
10/06/29,531.05,531.05,516.58,517.77,88617961,10/03/29,535.94,1,09/12/29,520.01,1,09/09/29,496.81,0,09/06/29,420.57,0
10/06/30,519.51,521.93,516.72,518.87,79127689,10/03/30,534.42,1,09/12/30,516.05,0,09/09/30,494.35,0,09/06/30,415.07,0
10/07/01,514.96,517.54,507.03,509.33,97944815,10/04/01,543.01,1,10/01/01,,,09/10/01,483.84,0,09/07/01,422.94,0
10/07/02,511.72,515.25,507.93,507.93,72787081,10/04/02,,,10/01/02,,,09/10/02,475.87,0,09/07/02,408.37,0
10/07/05,509.9,510.1,506.36,506.63,42178577,10/04/05,,,10/01/05,523.64,1,09/10/05,479.66,0,09/07/05,,
10/07/06,508.88,521.89,508.83,517.88,78621833,10/04/06,545.14,1,10/01/06,524.33,1,09/10/06,492.97,0,09/07/06,401.96,0
10/07/07,514.52,522.1,509.94,521.86,82100087,10/04/07,542.76,1,10/01/07,523.83,1,09/10/07,492.08,0,09/07/07,397.54,0
10/07/08,524.81,527.13,523.29,525.56,79003039,10/04/08,538.04,1,10/01/08,525.55,0,09/10/08,499.02,0,09/07/08,395.31,0
10/07/09,527.91,529.27,526.09,528.25,58496683,10/04/09,544.95,1,10/01/09,,,09/10/09,498.81,0,09/07/09,400.06,0
10/07/12,529.36,532.77,528.03,529.4,50290182,10/04/12,544.95,1,10/01/12,517.59,0,09/10/12,504.61,0,09/07/12,,
10/07/13,529.47,539.55,529.29,538.97,82400330,10/04/13,543.25,1,10/01/13,519.71,0,09/10/13,498.8,0,09/07/13,407.74,0
10/07/14,540.86,541.98,536.37,540.25,69423229,10/04/14,547.77,1,10/01/14,522.48,0,09/10/14,510.24,0,09/07/14,413.06,0
10/07/15,538.63,543.47,533.49,535.18,80309845,10/04/15,549.08,1,10/01/15,513.14,0,09/10/15,508.14,0,09/07/15,425.38,0
10/07/16,535.96,539.96,524.95,526.23,107293059,10/04/16,539.97,1,10/01/16,,,09/10/16,500.41,0,09/07/16,427.99,0
10/07/19,525.62,529.41,522.2,523.48,60516710,10/04/19,537.88,1,10/01/19,520.56,0,09/10/19,509.26,0,09/07/19,,
10/07/20,526.31,526.5,515.3,519.84,68624094,10/04/20,547.21,1,10/01/20,510.21,0,09/10/20,505.9,0,09/07/20,433.37,0
10/07/21,523.44,527.99,521.86,522.74,61352511,10/04/21,544.83,1,10/01/21,501.77,0,09/10/21,507.27,0,09/07/21,439.07,0
10/07/22,521.41,535.93,520.42,535.8,79383899,10/04/22,539.11,1,10/01/22,496.67,0,09/10/22,500.91,0,09/07/22,440.8,0
10/07/23,534.61,539.8,533.64,538.05,67627156,10/04/23,547.31,1,10/01/23,,,09/10/23,499.44,0,09/07/23,450.49,0
10/07/26,540.64,541.16,535.82,541.16,55089966,10/04/26,553.57,1,10/01/26,494.76,0,09/10/26,490.91,0,09/07/26,,
10/07/27,543.08,545.7,540.5,541.82,102973702,10/04/27,538.4,0,10/01/27,492.25,0,09/10/27,489.01,0,09/07/27,450.34,0
10/07/28,543.69,545.2,536.65,539.13,74648337,10/04/28,531.25,0,10/01/28,484.26,0,09/10/28,476.03,0,09/07/28,443.54,0
10/07/29,540.46,543.29,534.64,535.01,85929819,10/04/29,537.15,1,10/01/29,489.82,0,09/10/29,484.6,0,09/07/29,451.09,0
10/07/30,534.49,538.36,528.67,535.45,81614427,10/04/30,536.2,1,10/01/30,,,09/10/30,470.69,0,09/07/30,458.95,0
10/08/02,538.34,548.37,538.34,547.85,79714185,10/05/02,,,10/02/02,499.07,0,09/11/02,471.76,0,09/08/02,,
10/08/03,546.76,549.37,545.8,549.08,75856623,10/05/03,539.22,0,10/02/03,496.01,0,09/11/03,465.3,0,09/08/03,465.29,0
10/08/04,547.55,553.27,545.68,551.04,77630327,10/05/04,524.84,0,10/02/04,483.77,0,09/11/04,474.01,0,09/08/04,464.57,0
10/08/05,550.45,555.31,550.19,551.38,88626802,10/05/05,519.6,0,10/02/05,474.46,0,09/11/05,477.29,0,09/08/05,459.92,0
10/08/06,553.37,555.83,544.27,545.29,91556597,10/05/06,514.84,0,10/02/06,,,09/11/06,478.58,0,09/08/06,461.58,0
10/08/09,549.93,553.3,549.81,553.11,57789451,10/05/09,,,10/02/09,479.77,0,09/11/09,489.55,0,09/08/09,,
10/08/10,551.15,551.49,544.53,547.26,65209884,10/05/10,525.02,0,10/02/10,483.03,0,09/11/10,487.64,0,09/08/10,465.47,0
10/08/11,543.48,543.48,534.94,535.49,82178236,10/05/11,526.3,0,10/02/11,480.58,0,09/11/11,492.52,0,09/08/11,454.93,0
10/08/12,534.87,537.12,530.4,533.48,81903326,10/05/12,539.44,1,10/02/12,479.9,0,09/11/12,492.13,0,09/08/12,460.56,0
10/08/13,535.43,536.46,528.58,531.78,71712592,10/05/13,544.9,1,10/02/13,,,09/11/13,493.83,0,09/08/13,465.49,0
10/08/16,533.4,535.83,528.27,532,56004898,10/05/16,,,10/02/16,487.59,0,09/11/16,503.92,0,09/08/16,,
10/08/17,533.17,540.72,533.17,540.32,68358628,10/05/17,527.98,0,10/02/17,492.85,0,09/11/17,501.48,0,09/08/17,450.02,0
10/08/18,538.69,541.03,536.34,538.91,60826527,10/05/18,535.48,0,10/02/18,495.66,0,09/11/18,502.54,0,09/08/18,454.59,0
10/08/19,541.28,542.38,529.73,529.93,79056748,10/05/19,520.77,0,10/02/19,498.74,0,09/11/19,494.84,0,09/08/19,454.05,0
10/08/20,530.72,531.5,523.24,523.56,78958990,10/05/20,509.49,0,10/02/20,,,09/11/20,491.35,0,09/08/20,460.66,0
10/08/23,524.61,527.6,522.89,524.13,51278922,10/05/23,,,10/02/23,489.06,0,09/11/23,503.36,0,09/08/23,,
10/08/24,521.36,521.36,511.96,517.11,70037197,10/05/24,504.87,0,10/02/24,489.42,0,09/11/24,500.59,0,09/08/24,477.55,0
10/08/25,516.29,518.86,509.22,513.65,76533168,10/05/25,491.62,0,10/02/25,481.9,0,09/11/25,503.32,0,09/08/25,480.66,0
10/08/26,516.32,518.14,514.14,515.44,59688897,10/05/26,500.41,0,10/02/26,487.81,0,09/11/26,486.94,0,09/08/26,477.67,0
10/08/27,514.54,519.02,510.74,519.01,65479202,10/05/27,516.27,0,10/02/27,,,09/11/27,493.3,0,09/08/27,473.45,0
10/08/30,519.9,521.37,514.5,516.24,36631512,10/05/30,,,10/02/28,,,09/11/30,488.51,0,09/08/30,,
10/08/31,514.72,517.45,509.3,517.45,72532929,10/05/31,519.01,1,10/02/28,,,09/11/30,488.51,0,09/08/31,473.16,0
10/09/01,518.41,531.28,513.64,531.06,87686002,10/06/01,519.88,0,10/03/01,497.52,0,09/12/01,501.65,0,09/09/01,461.59,0
10/09/02,530.25,532.88,528.7,531.49,72366347,10/06/02,520.06,0,10/03/02,503.01,0,09/12/02,502.25,0,09/09/02,460.3,0
10/09/03,532.61,539.08,531.87,535.66,73173692,10/06/03,526.75,0,10/03/03,506.8,0,09/12/03,501.39,0,09/09/03,460.07,0
10/09/06,536.75,538.15,536.22,537.41,46118710,10/06/06,,,10/03/06,,,09/12/06,,,09/09/06,,
10/09/07,536.05,536.05,531.53,534.17,54534258,10/06/07,513.22,0,10/03/07,,,09/12/07,503.19,0,09/09/07,474.27,0
10/09/08,532.89,539.09,529.74,538.03,70682726,10/06/08,509.37,0,10/03/08,512.28,0,09/12/08,495.16,0,09/09/08,476.11,0
10/09/09,536.81,543.85,535.57,543.12,73933801,10/06/09,519.74,0,10/03/09,512.93,0,09/12/09,491.52,0,09/09/09,483.56,0
10/09/10,542.2,543.43,540.37,542.85,77341508,10/06/10,526.77,0,10/03/10,517.71,0,09/12/10,496.46,0,09/09/10,485.28,0
10/09/13,545.29,549,544.25,546.68,75505789,10/06/13,,,10/03/13,,,09/12/13,,,09/09/13,,
10/09/14,546.77,548.87,544.37,547.93,82908848,10/06/14,533.54,0,10/03/14,,,09/12/14,504.17,0,09/09/14,487.18,0
10/09/15,548.39,548.83,544.26,546.73,73964288,10/06/15,537.49,0,10/03/15,515.05,0,09/12/15,504.91,0,09/09/15,488.98,0
10/09/16,545.68,548.39,544.98,545.76,79949170,10/06/16,538.4,0,10/03/16,520.72,0,09/12/16,512.22,0,09/09/16,495.48,0
10/09/17,548.52,551.75,541.51,542.99,182308864,10/06/17,541.25,0,10/03/17,525.17,0,09/12/17,507.35,0,09/09/17,498.14,0
10/09/20,544.65,550.31,544.02,549.98,74030217,10/06/20,,,10/03/20,,,09/12/20,,,09/09/20,,
10/09/21,549.18,553.69,548.71,548.72,94459745,10/06/21,547.51,0,10/03/21,,,09/12/21,513.75,0,09/09/21,491.93,0
10/09/22,549.96,550.45,542.27,542.83,98367306,10/06/22,545.19,1,10/03/22,521.73,0,09/12/22,514.85,0,09/09/22,495.71,0
10/09/23,545.49,547.07,536.15,540.66,85283413,10/06/23,539.66,0,10/03/23,524.48,0,09/12/23,515.74,0,09/09/23,495.15,0
10/09/24,539.79,550.85,537.82,550.24,94577738,10/06/24,531.62,0,10/03/24,526.21,0,09/12/24,,,09/09/24,487.14,0
10/09/27,550.89,552.52,548.23,548.71,73971365,10/06/27,,,10/03/27,,,09/12/27,,,09/09/27,,
10/09/28,547.08,551.22,542.25,548.64,88495093,10/06/28,535.48,0,10/03/28,,,09/12/28,518.85,0,09/09/28,498.28,0
10/09/29,550.16,552.25,544.88,546.53,89346907,10/06/29,517.77,0,10/03/29,535.94,0,09/12/29,520.01,0,09/09/29,496.81,0
10/09/30,544.78,553.72,543.19,545.46,100822687,10/06/30,518.87,0,10/03/30,534.42,0,09/12/30,516.05,0,09/09/30,494.35,0
10/10/01,547.1,550.58,542.59,544.16,102031349,10/07/01,509.33,0,10/04/01,543.01,0,10/01/01,,,09/10/01,483.84,0
10/10/04,543.79,543.8,537.35,537.68,74530441,10/07/04,,,10/04/04,,,10/01/04,523.96,0,09/10/04,,
10/10/05,537.58,545.49,536.44,544.36,86077195,10/07/05,506.63,0,10/04/05,,,10/01/05,523.64,0,09/10/05,479.66,0
10/10/06,546.17,550.4,545.97,549.03,93633638,10/07/06,517.88,0,10/04/06,545.14,0,10/01/06,524.33,0,09/10/06,492.97,0
10/10/07,549.35,552.83,545.91,549.52,79602557,10/07/07,521.86,0,10/04/07,542.76,0,10/01/07,523.83,0,09/10/07,492.08,0
10/10/08,548.76,551.24,547.22,551.08,81771628,10/07/08,525.56,0,10/04/08,538.04,0,10/01/08,525.55,0,09/10/08,499.02,0
10/10/11,552.26,554.14,551.32,553.07,56573076,10/07/11,,,10/04/11,,,10/01/11,525.93,0,09/10/11,,
10/10/12,551.71,553.61,546.59,552.82,77834610,10/07/12,529.4,0,10/04/12,544.95,0,10/01/12,517.59,0,09/10/12,504.61,0
10/10/13,555.23,565.56,555.23,563.99,105846113,10/07/13,538.97,0,10/04/13,543.25,0,10/01/13,519.71,0,09/10/13,498.8,0
10/10/14,564.66,568.39,564.45,565.95,85105579,10/07/14,540.25,0,10/04/14,547.77,0,10/01/14,522.48,0,09/10/14,510.24,0
10/10/15,566.91,570.44,564.86,568.96,109373520,10/07/15,535.18,0,10/04/15,549.08,0,10/01/15,513.14,0,09/10/15,508.14,0
10/10/18,567.42,572.15,566.37,570.9,69416943,10/07/18,,,10/04/18,,,10/01/18,516.37,0,09/10/18,,
10/10/19,570.55,572.91,566.75,568.11,81787182,10/07/19,523.48,0,10/04/19,537.88,0,10/01/19,520.56,0,09/10/19,509.26,0
10/10/20,566.54,571.25,565.56,571.14,72135083,10/07/20,519.84,0,10/04/20,547.21,0,10/01/20,510.21,0,09/10/20,505.9,0
10/10/21,570.15,579.13,569.64,578.25,84360038,10/07/21,522.74,0,10/04/21,544.83,0,10/01/21,501.77,0,09/10/21,507.27,0
10/10/22,577.04,579.27,576.34,578.17,65173453,10/07/22,535.8,0,10/04/22,539.11,0,10/01/22,496.67,0,09/10/22,500.91,0
10/10/25,580.67,583.84,580.46,581.48,67157003,10/07/25,,,10/04/25,,,10/01/25,491.91,0,09/10/25,,
10/10/26,581.32,581.84,576.72,579.38,83301001,10/07/26,541.16,0,10/04/26,553.57,0,10/01/26,494.76,0,09/10/26,490.91,0
10/10/27,578.77,580.58,574.43,575.44,97927794,10/07/27,541.82,0,10/04/27,538.4,0,10/01/27,492.25,0,09/10/27,489.01,0
10/10/28,577.44,581.16,576.34,577.68,90455774,10/07/28,539.13,0,10/04/28,531.25,0,10/01/28,484.26,0,09/10/28,476.03,0
10/10/29,577.19,580.25,575.59,578.36,84985731,10/07/29,535.01,0,10/04/29,537.15,0,10/01/29,489.82,0,09/10/29,484.6,0
10/11/01,580.45,584.21,577.64,578.91,66817035,10/08/01,,,10/05/01,,,10/02/01,493.88,0,09/11/01,,
10/11/02,578.66,583.93,578.43,582.8,66608532,10/08/02,547.85,0,10/05/02,,,10/02/02,499.07,0,09/11/02,471.76,0
10/11/03,584.48,585.03,579,580.01,76625892,10/08/03,549.08,0,10/05/03,539.22,0,10/02/03,496.01,0,09/11/03,465.3,0
10/11/04,582.09,591.18,582.09,589.62,106139807,10/08/04,551.04,0,10/05/04,524.84,0,10/02/04,483.77,0,09/11/04,474.01,0
10/11/05,590.44,592.39,587.72,591.08,92062236,10/08/05,551.38,0,10/05/05,519.6,0,10/02/05,474.46,0,09/11/05,477.29,0
10/11/08,590.17,591.47,589.31,590.91,69376182,10/08/08,,,10/05/08,,,10/02/08,478.12,0,09/11/08,,
10/11/09,589.99,595.92,589.99,594.3,90447758,10/08/09,553.11,0,10/05/09,,,10/02/09,479.77,0,09/11/09,489.55,0
10/11/10,592.56,593.74,585.79,588.48,110928566,10/08/10,547.26,0,10/05/10,525.02,0,10/02/10,483.03,0,09/11/10,487.64,0
10/11/11,589.73,590.74,586.66,588.11,94904644,10/08/11,535.49,0,10/05/11,526.3,0,10/02/11,480.58,0,09/11/11,492.52,0
10/11/12,586.62,590.69,579.28,589.01,103187058,10/08/12,533.48,0,10/05/12,539.44,0,10/02/12,479.9,0,09/11/12,492.13,0
10/11/15,587.76,595.11,584.61,593.94,92853453,10/08/15,,,10/05/15,,,10/02/15,480.92,0,09/11/15,,
10/11/16,591.78,591.78,582.69,582.69,89696677,10/08/16,532,0,10/05/16,,,10/02/16,487.59,0,09/11/16,503.92,0
10/11/17,582.08,586.26,581.97,585.88,68058658,10/08/17,540.32,0,10/05/17,527.98,0,10/02/17,492.85,0,09/11/17,501.48,0
10/11/18,588.43,597.45,588.43,597.38,81835918,10/08/18,538.91,0,10/05/18,535.48,0,10/02/18,495.66,0,09/11/18,502.54,0
10/11/19,598.36,599.11,594.6,598.41,92307211,10/08/19,529.93,0,10/05/19,520.77,0,10/02/19,498.74,0,09/11/19,494.84,0
10/11/22,600.8,603.48,595.58,596.81,78498884,10/08/22,,,10/05/22,,,10/02/22,496.21,0,09/11/22,,
10/11/23,594.38,596.88,586.63,586.63,93402459,10/08/23,524.13,0,10/05/23,,,10/02/23,489.06,0,09/11/23,503.36,0
10/11/24,589.32,597.61,586.5,596.88,98838346,10/08/24,517.11,0,10/05/24,504.87,0,10/02/24,489.42,0,09/11/24,500.59,0
10/11/25,597.75,602.63,597.12,602.23,72651423,10/08/25,513.65,0,10/05/25,491.62,0,10/02/25,481.9,0,09/11/25,503.32,0
10/11/26,599.53,601.36,593.51,599.72,85577973,10/08/26,515.44,0,10/05/26,500.41,0,10/02/26,487.81,0,09/11/26,486.94,0
10/11/29,600.2,604.58,586.88,586.89,103977210,10/08/29,,,10/05/29,,,10/02/28,,,09/11/29,,
10/11/30,589.63,592.19,583.55,586.34,124065929,10/08/30,516.24,0,10/05/30,,,10/02/28,,,09/11/30,488.51,0
10/12/01,589.55,601.91,589.29,601.82,107146854,10/09/01,531.06,0,10/06/01,519.88,0,10/03/01,497.52,0,09/12/01,501.65,0
10/12/02,603.33,610.94,600.81,610.92,116399878,10/09/02,531.49,0,10/06/02,520.06,0,10/03/02,503.01,0,09/12/02,502.25,0
10/12/03,610,612.77,607.56,610.41,92735977,10/09/03,535.66,0,10/06/03,526.75,0,10/03/03,506.8,0,09/12/03,501.39,0
10/12/06,611.94,612.97,609.38,611.9,75415535,10/09/06,537.41,0,10/06/06,,,10/03/06,,,09/12/06,,
10/12/07,613.75,619.41,613,616.05,95086160,10/09/07,534.17,0,10/06/07,513.22,0,10/03/07,,,09/12/07,503.19,0
10/12/08,614.21,616.35,612.06,613.43,87352963,10/09/08,538.03,0,10/06/08,509.37,0,10/03/08,512.28,0,09/12/08,495.16,0
10/12/09,615.65,617.17,610.44,611.78,121699305,10/09/09,543.12,0,10/06/09,519.74,0,10/03/09,512.93,0,09/12/09,491.52,0
10/12/10,613.62,616.63,612.59,615.68,79609367,10/09/10,542.85,0,10/06/10,526.77,0,10/03/10,517.71,0,09/12/10,496.46,0
10/12/13,617.39,619.47,617.13,618.3,66306042,10/09/13,546.68,0,10/06/13,,,10/03/13,,,09/12/13,,
10/12/14,618.46,618.61,616.68,618.05,67828349,10/09/14,547.93,0,10/06/14,533.54,0,10/03/14,,,09/12/14,504.17,0
10/12/15,616.31,618.57,612.79,617.59,87726876,10/09/15,546.73,0,10/06/15,537.49,0,10/03/15,515.05,0,09/12/15,504.91,0
10/12/16,617.52,618.64,615.3,618.01,70441210,10/09/16,545.76,0,10/06/16,538.4,0,10/03/16,520.72,0,09/12/16,512.22,0
10/12/17,618.86,619.4,614.46,614.49,149532831,10/09/17,542.99,0,10/06/17,541.25,0,10/03/17,525.17,0,09/12/17,507.35,0
10/12/20,615.46,621.4,615.44,617.9,68007794,10/09/20,549.98,0,10/06/20,,,10/03/20,,,09/12/20,,
10/12/21,620.16,623.82,619.89,623.11,64205488,10/09/21,548.72,0,10/06/21,547.51,0,10/03/21,,,09/12/21,513.75,0
10/12/22,623.17,623.8,622.5,622.82,52910057,10/09/22,542.83,0,10/06/22,545.19,0,10/03/22,521.73,0,09/12/22,514.85,0
10/12/23,623.75,623.75,621.19,622.4,40413636,10/09/23,540.66,0,10/06/23,539.66,0,10/03/23,524.48,0,09/12/23,515.74,0
10/12/27,622.68,622.86,613.13,615.06,42193820,10/09/27,548.71,0,10/06/27,,,10/03/27,,,09/12/27,,
10/12/28,615.83,616.48,614.02,615.38,31641532,10/09/28,548.64,0,10/06/28,535.48,0,10/03/28,,,09/12/28,518.85,0
10/12/29,616.83,618.34,616.31,617.51,34912034,10/09/29,546.53,0,10/06/29,517.77,0,10/03/29,535.94,0,09/12/29,520.01,0
10/12/30,617.68,618.48,609.91,611.3,35779265,10/09/30,545.46,0,10/06/30,518.87,0,10/03/30,534.42,0,09/12/30,516.05,0
11/01/03,613.12,620.98,613.12,618.56,58068281,10/10/03,,,10/07/03,,,10/04/03,,,10/01/03,,
11/01/04,617.67,621.48,615.67,617.35,79460870,10/10/04,537.68,0,10/07/04,,,10/04/04,,,10/01/04,523.96,0
11/01/05,616.71,616.71,605.7,613.47,110867820,10/10/05,544.36,0,10/07/05,506.63,0,10/04/05,,,10/01/05,523.64,0
11/01/06,614.46,621.93,614.46,616.55,81907666,10/10/06,549.03,0,10/07/06,517.88,0,10/04/06,545.14,0,10/01/06,524.33,0
11/01/07,617.51,618.94,613.74,614.23,80057771,10/10/07,549.52,0,10/07/07,521.86,0,10/04/07,542.76,0,10/01/07,523.83,0
11/01/10,613.2,613.56,604.43,606.01,79566325,10/10/10,,,10/07/10,,,10/04/10,,,10/01/10,,
11/01/11,606.67,615.15,606.42,614.44,98513146,10/10/11,553.07,0,10/07/11,,,10/04/11,,,10/01/11,525.93,0
11/01/12,615.75,625.45,615.75,625.25,107397746,10/10/12,552.82,0,10/07/12,529.4,0,10/04/12,544.95,0,10/01/12,517.59,0
11/01/13,625.98,626.5,622.31,625.22,119940016,10/10/13,563.99,0,10/07/13,538.97,0,10/04/13,543.25,0,10/01/13,519.71,0
11/01/14,623.98,625.7,619.97,625.2,109832852,10/10/14,565.95,0,10/07/14,540.25,0,10/04/14,547.77,0,10/01/14,522.48,0
11/01/17,625.29,626.15,623.19,625.1,66776280,10/10/17,,,10/07/17,,,10/04/17,,,10/01/17,,
11/01/18,625.35,631.63,625.35,630.74,99956486,10/10/18,570.9,0,10/07/18,,,10/04/18,,,10/01/18,516.37,0
11/01/19,632.33,632.39,624.76,625.22,102146958,10/10/19,568.11,0,10/07/19,523.48,0,10/04/19,537.88,0,10/01/19,520.56,0
11/01/20,624.66,624.91,617.68,618.87,131893578,10/10/20,571.14,0,10/07/20,519.84,0,10/04/20,547.21,0,10/01/20,510.21,0
11/01/21,620.47,627.17,619.11,622.07,149534094,10/10/21,578.25,0,10/07/21,522.74,0,10/04/21,544.83,0,10/01/21,501.77,0
11/01/24,624.27,624.3,616.63,622.06,128016282,10/10/24,,,10/07/24,,,10/04/24,,,10/01/24,,
11/01/25,622.64,624.82,620.28,621.13,132273471,10/10/25,581.48,0,10/07/25,,,10/04/25,,,10/01/25,491.91,0
11/01/26,622.47,630.35,622.47,628.29,102647649,10/10/26,579.38,0,10/07/26,541.16,0,10/04/26,553.57,0,10/01/26,494.76,0
11/01/27,627.84,632.58,627.62,630.68,104028774,10/10/27,575.44,0,10/07/27,541.82,0,10/04/27,538.4,0,10/01/27,492.25,0
11/01/28,630.11,632.65,626.41,626.41,88938314,10/10/28,577.68,0,10/07/28,539.13,0,10/04/28,531.25,0,10/01/28,484.26,0
11/01/31,625.46,626.08,620.08,623.85,84828598,10/10/31,,,10/07/31,,,10/04/30,536.2,0,10/01/31,,
11/02/01,627.21,633.35,626.45,633.12,103078400,10/11/01,578.91,0,10/08/01,,,10/05/01,,,10/02/01,493.88,0
11/02/02,633.41,636.71,630.86,632.47,107114052,10/11/02,582.8,0,10/08/02,547.85,0,10/05/02,,,10/02/02,499.07,0
11/02/03,632.15,633.77,629.17,633.43,95703472,10/11/03,580.01,0,10/08/03,549.08,0,10/05/03,539.22,0,10/02/03,496.01,0
11/02/04,634.68,636.03,633.14,635.52,83178536,10/11/04,589.62,0,10/08/04,551.04,0,10/05/04,524.84,0,10/02/04,483.77,0
11/02/07,635.54,641.89,635.54,641.81,88515874,10/11/07,,,10/08/07,,,10/05/07,498.22,0,10/02/07,,
11/02/08,641.49,645.66,641.09,645.53,99572747,10/11/08,590.91,0,10/08/08,,,10/05/08,,,10/02/08,478.12,0
11/02/09,645.06,648.03,644.59,645.27,81634793,10/11/09,594.3,0,10/08/09,553.11,0,10/05/09,,,10/02/09,479.77,0
11/02/10,645.02,646.2,640.52,646.2,97349860,10/11/10,588.48,0,10/08/10,547.26,0,10/05/10,525.02,0,10/02/10,483.03,0
11/02/11,645.15,650.45,641.57,648.95,92095334,10/11/11,588.11,0,10/08/11,535.49,0,10/05/11,526.3,0,10/02/11,480.58,0
11/02/14,651.31,653.48,650.18,651.54,74596500,10/11/14,,,10/08/14,,,10/05/14,528.06,0,10/02/14,,
11/02/15,651.34,653.11,649.33,651.2,94583563,10/11/15,593.94,0,10/08/15,,,10/05/15,,,10/02/15,480.92,0
11/02/16,652.14,654.17,651.21,652.47,117503067,10/11/16,582.69,0,10/08/16,532,0,10/05/16,,,10/02/16,487.59,0
11/02/17,653.52,653.94,648.2,651.39,100830003,10/11/17,585.88,0,10/08/17,540.32,0,10/05/17,527.98,0,10/02/17,492.85,0
11/02/18,652.54,653.1,648.97,653.1,115260678,10/11/18,597.38,0,10/08/18,538.91,0,10/05/18,535.48,0,10/02/18,495.66,0
11/02/21,651.61,654.09,643.13,643.9,88232454,10/11/21,,,10/08/21,,,10/05/21,506.54,0,10/02/21,,
11/02/22,642.04,645.43,637.82,642.99,105006683,10/11/22,596.81,0,10/08/22,,,10/05/22,,,10/02/22,496.21,0
11/02/23,641.92,641.92,630.67,631.66,102167643,10/11/23,586.63,0,10/08/23,524.13,0,10/05/23,,,10/02/23,489.06,0
11/02/24,629.88,630.05,622.65,625.45,129761667,10/11/24,596.88,0,10/08/24,517.11,0,10/05/24,504.87,0,10/02/24,489.42,0
11/02/25,626.71,632.2,625.92,631.56,91462963,10/11/25,602.23,0,10/08/25,513.65,0,10/05/25,491.62,0,10/02/25,481.9,0
11/02/28,630.55,641.48,629.07,639.16,97102086,10/11/28,,,10/08/28,,,10/05/28,517.13,0,10/02/28,,
11/03/01,641.57,646.46,633.35,635.75,101387105,10/12/01,601.82,0,10/09/01,531.06,0,10/06/01,519.88,0,10/03/01,497.52,0
11/03/02,633.59,633.59,626.49,631.59,100912151,10/12/02,610.92,0,10/09/02,531.49,0,10/06/02,520.06,0,10/03/02,503.01,0
11/03/03,633.53,640.5,632.92,635.28,87116026,10/12/03,610.41,0,10/09/03,535.66,0,10/06/03,526.75,0,10/03/03,506.8,0
11/03/04,637.15,642.19,629.83,631.46,90675246,10/12/04,,,10/09/04,,,10/06/04,516.75,0,10/03/04,505.31,0
11/03/07,629.26,639.02,627.03,630.49,79576377,10/12/07,616.05,0,10/09/07,534.17,0,10/06/07,513.22,0,10/03/07,,
11/03/08,632.88,635.66,624.22,631.18,95636218,10/12/08,613.43,0,10/09/08,538.03,0,10/06/08,509.37,0,10/03/08,512.28,0
11/03/09,632.06,635.83,627.27,628.93,98531601,10/12/09,611.78,0,10/09/09,543.12,0,10/06/09,519.74,0,10/03/09,512.93,0
11/03/10,626.42,626.61,619.29,622.27,107444338,10/12/10,615.68,0,10/09/10,542.85,0,10/06/10,526.77,0,10/03/10,517.71,0
11/03/11,620.64,620.95,613.88,614.93,120551162,10/12/11,,,10/09/11,,,10/06/11,526.57,0,10/03/11,517.28,0
11/03/14,615.48,615.92,603.36,605.12,129515657,10/12/14,618.05,1,10/09/14,547.93,0,10/06/14,533.54,0,10/03/14,,
11/03/15,604.43,604.48,572.43,586.83,222034648,10/12/15,617.59,1,10/09/15,546.73,0,10/06/15,537.49,0,10/03/15,515.05,0
11/03/16,588.24,594.98,575.42,576.24,163548934,10/12/16,618.01,1,10/09/16,545.76,0,10/06/16,538.4,0,10/03/16,520.72,0
11/03/17,578.82,591.41,577.05,588.8,130936366,10/12/17,614.49,1,10/09/17,542.99,0,10/06/17,541.25,0,10/03/17,525.17,0
