Date+A1,Open,High,Low,Close,Volume,3M_before,Close_3M_before,3M_UP/DOWN,6M_before,Close_6M_before,6M_UP/DOWN,9M_before,Close_9M_before,9M_UP/DOWN,12_before,Close_12_before,12M_UP/DOWN
08/01/16,662.2,662.94,653.43,655.62,343353230,07/10/16,717.84,1,07/07/16,733.53,1,07/04/16,667.95,1,07/01/16,606.94,0
08/01/17,659.41,662.98,649.9,650.82,250526424,07/10/17,720.85,1,07/07/17,727.51,1,07/04/17,668.81,1,07/01/17,605.81,0
08/01/18,650.71,658.28,640.48,642.55,351557860,07/10/18,714.66,1,07/07/18,715.26,1,07/04/18,663.06,1,07/01/18,605.31,0
08/01/21,640.38,640.38,596.62,598.14,476752782,07/10/21,,,07/07/21,,,07/04/21,,,07/01/21,,
08/01/22,598.04,607.81,566.41,599.52,533442970,07/10/22,702.51,1,07/07/22,,,07/04/22,,,07/01/22,606.09,1
08/01/23,601.39,609.55,569.2,573.26,401472899,07/10/23,708.48,1,07/07/23,718.88,1,07/04/23,667.98,1,07/01/23,605.33,1
08/01/24,573.54,608.72,573.54,605.99,381127361,07/10/24,707.03,1,07/07/24,707.04,1,07/04/24,661.9,1,07/01/24,611.6,1
08/01/25,607.67,622.27,605.11,607.63,278129163,07/10/25,716.4,1,07/07/25,696.74,1,07/04/25,668.55,1,07/01/25,609.12,1
08/01/28,606.42,606.98,595.46,606.79,210308437,07/10/28,,,07/07/28,,,07/04/28,,,07/01/28,,
08/01/29,607.94,617.47,607.56,615.26,215818581,07/10/29,723.67,1,07/07/29,,,07/04/29,,,07/01/29,609.73,0
08/01/30,613.66,616.45,609.21,612.93,182989119,07/10/30,720.36,1,07/07/30,675.95,1,07/04/30,674.14,1,07/01/30,614.75,1
08/01/31,611.15,613.97,597.16,610.83,238128651,07/10/31,725.43,1,07/07/31,688.3,1,07/04/30,674.14,1,07/01/31,614.9,1
08/02/01,615.67,627.55,615.26,622.72,230027059,07/11/01,713.79,1,07/08/01,678.33,1,07/05/01,,,07/02/01,620.69,0
08/02/04,626.21,631.02,624.65,626.49,168222436,07/11/04,,,07/08/04,,,07/05/04,683.99,1,07/02/04,,
08/02/05,625.4,625.4,603.26,604.72,243262919,07/11/05,706.3,1,07/08/05,,,07/05/05,,,07/02/05,623.15,1
08/02/06,601.51,612.2,598.32,611.45,223728663,07/11/06,709.07,1,07/08/06,674.03,1,07/05/06,,,07/02/06,623.51,1
08/02/07,609.1,609.69,593.84,600.31,224466671,07/11/07,706.16,1,07/08/07,679.11,1,07/05/07,684.98,1,07/02/07,626.96,1
08/02/08,604.26,610.77,598.52,603.15,150219071,07/11/08,706.72,1,07/08/08,687.66,1,07/05/08,676.69,1,07/02/08,623.57,1
08/02/11,598.51,606.62,596.81,600.79,153819386,07/11/11,,,07/08/11,,,07/05/11,679.77,1,07/02/11,,
08/02/12,605.75,622.98,602.15,622.1,232166878,07/11/12,702.03,1,07/08/12,,,07/05/12,,,07/02/12,622.75,1
08/02/13,617.47,625.93,613.77,623.66,174941889,07/11/13,697.78,1,07/08/13,674.26,1,07/05/13,,,07/02/13,626.36,1
08/02/14,628.92,631.82,621.1,623.2,197928368,07/11/14,699.73,1,07/08/14,670.08,1,07/05/14,678.68,1,07/02/14,632.71,1
08/02/15,623.28,626.87,609.51,612.02,216709188,07/11/15,688.74,1,07/08/15,669.97,1,07/05/15,682.36,1,07/02/15,632.48,1
08/02/18,616.28,626.09,616.13,623.73,135628754,07/11/18,,,07/08/18,,,07/05/18,691.36,1,07/02/18,,
08/02/19,622,632.49,616.99,626.76,168342403,07/11/19,670.01,1,07/08/19,,,07/05/19,,,07/02/19,635.07,1
08/02/20,620.85,623.51,614.13,618.01,187224974,07/11/20,680.06,1,07/08/20,663.16,1,07/05/20,,,07/02/20,635.2,1
08/02/21,622.42,628.4,617.54,619.38,178203329,07/11/21,667.48,1,07/08/21,665.22,1,07/05/21,692.04,1,07/02/21,631.8,1
08/02/22,617.51,617.72,608.32,611.56,200883018,07/11/22,670.63,1,07/08/22,674.3,1,07/05/22,695.36,1,07/02/22,634.49,1
08/02/25,615.07,621.5,613.23,618.35,150929431,07/11/25,,,07/08/25,,,07/05/25,700.68,1,07/02/25,,
08/02/26,620.78,628.76,620.78,627.26,180904073,07/11/26,673.61,1,07/08/26,,,07/05/26,,,07/02/26,639.27,1
08/02/27,628.97,630.03,618.03,627.79,168035100,07/11/27,671.19,1,07/08/27,674.48,1,07/05/27,,,07/02/27,618.34,0
08/02/28,625.5,627.36,614.84,615.68,179049472,07/11/28,689.31,1,07/08/28,668.31,1,07/05/28,,,07/02/28,609.66,0
08/02/29,613.21,615.98,601.95,605.77,205181588,07/11/29,693.37,1,07/08/29,669.29,1,07/05/29,704.7,1,07/02/28,609.66,1
08/03/03,602.73,602.84,593.35,600.43,169269123,07/12/03,699.82,1,07/09/03,689.5,1,07/06/03,,,07/03/03,,
08/03/04,600.64,603.95,586.03,588.44,200279108,07/12/04,695.99,1,07/09/04,696.07,1,07/06/04,721.02,1,07/03/04,,
08/03/05,592.14,601.95,591.58,600.81,169868993,07/12/05,708.27,1,07/09/05,684.21,1,07/06/05,716.88,1,07/03/05,592.76,0
08/03/06,600.67,600.67,591.31,593.17,165787045,07/12/06,707.63,1,07/09/06,687.03,1,07/06/06,699.48,1,07/03/06,598.89,1
08/03/07,589.32,589.81,580.33,585.39,197265567,07/12/07,713.05,1,07/09/07,670.84,1,07/06/07,689.43,1,07/03/07,601.95,1
08/03/10,582.05,586.32,575.56,578.1,169686232,07/12/10,716.56,1,07/09/10,664.38,1,07/06/10,,,07/03/10,,
08/03/11,580.18,591.4,576.84,585.47,197912462,07/12/11,714.73,1,07/09/11,672.35,1,07/06/11,697.95,1,07/03/11,,
08/03/12,588.56,597.86,588.17,592.1,171371793,07/12/12,719.57,1,07/09/12,673.96,1,07/06/12,694.92,1,07/03/12,611.84,1
08/03/13,589.87,589.87,574.45,583.17,198599543,07/12/13,705.62,1,07/09/13,678.67,1,07/06/13,695.05,1,07/03/13,604.19,1
08/03/14,582.99,594.07,574.92,579.42,205362790,07/12/14,707.5,1,07/09/14,675.04,1,07/06/14,709.41,1,07/03/14,588.14,1
08/03/17,579.19,579.19,553.39,554.53,311142263,07/12/17,695.4,1,07/09/17,671.82,1,07/06/17,,,07/03/17,,
08/03/18,555.4,574.76,555.29,572.98,235006566,07/12/18,697.91,1,07/09/18,680.39,1,07/06/18,724.88,1,07/03/18,,
08/03/19,575.73,579.76,565.53,569.46,255544024,07/12/19,696.28,1,07/09/19,696.38,1,07/06/19,724.53,1,07/03/19,609.3,1
08/03/20,566.53,569.41,561.95,565.63,363236306,07/12/20,699.16,1,07/09/20,694.45,1,07/06/20,729.2,1,07/03/20,612.49,1
08/03/25,565.76,584.36,565.73,583.73,221643799,07/12/25,,,07/09/25,697.92,1,07/06/25,715.18,1,07/03/25,,
08/03/26,582.47,584.75,580.02,581.69,169185178,07/12/26,,,07/09/26,701.51,1,07/06/26,709,1,07/03/26,623.93,1
08/03/27,581.45,592.7,581.1,590.39,177610934,07/12/27,713.75,1,07/09/27,705.94,1,07/06/27,703.68,1,07/03/27,626.87,1
08/03/28,590.94,593.71,586.66,588.9,150832060,07/12/28,716.65,1,07/09/28,706.08,1,07/06/28,714.9,1,07/03/28,622.59,1
08/03/31,586.07,587.33,578.49,587.24,137271956,07/12/31,,,07/09/30,,,07/06/30,,,07/03/31,,
08/04/01,584.73,603.77,584.73,603.05,203840626,08/01/01,,,07/10/01,711.36,1,07/07/01,,,07/04/01,,
08/04/02,605.65,608.61,603.06,606.66,192276298,08/01/02,706.95,1,07/10/02,714.31,1,07/07/02,719.57,1,07/04/02,634.24,1
08/04/03,608.23,608.37,600.15,604.02,161297476,08/01/03,702.2,1,07/10/03,,,07/07/03,728,1,07/04/03,643.57,1
08/04/04,604.96,609.13,600.76,606.79,140846182,08/01/04,692.06,1,07/10/04,714.99,1,07/07/04,730.69,1,07/04/04,646.02,1
08/04/07,609.91,613.95,609.91,611.81,133522637,08/01/07,690.04,1,07/10/07,,,07/07/07,,,07/04/07,,
08/04/08,608.86,609.1,603,606.47,127410938,08/01/08,693.71,1,07/10/08,719.03,1,07/07/08,,,07/04/08,,
08/04/09,603.91,607.91,601.05,602.39,125380585,08/01/09,685.17,1,07/10/09,719.79,1,07/07/09,732.15,1,07/04/09,,
08/04/10,601.35,602.1,592.77,600.65,179108443,08/01/10,677.8,1,07/10/10,720.56,1,07/07/10,722.79,1,07/04/10,654.35,1
08/04/11,603.75,606.26,590.12,592.74,158590805,08/01/11,678.01,1,07/10/11,725.62,1,07/07/11,716.78,1,07/04/11,653.01,1
08/04/14,589.07,589.92,585.07,588.72,124676142,08/01/14,680.52,1,07/10/14,,,07/07/14,,,07/04/14,,
08/04/15,591.16,595.06,586.52,591.72,127652853,08/01/15,665.39,1,07/10/15,720.22,1,07/07/15,,,07/04/15,,
08/04/16,595.11,602.64,593.5,602.2,159072302,08/01/16,655.62,1,07/10/16,717.84,1,07/07/16,733.53,1,07/04/16,667.95,1
08/04/17,603.59,605.7,598.44,599.89,143749860,08/01/17,650.82,1,07/10/17,720.85,1,07/07/17,727.51,1,07/04/17,668.81,1
08/04/18,602.45,614.82,602.45,613.57,198499556,08/01/18,642.55,1,07/10/18,714.66,1,07/07/18,715.26,1,07/04/18,663.06,1
08/04/21,613.08,614.23,606.13,609.18,133145554,08/01/21,598.14,0,07/10/21,,,07/07/21,,,07/04/21,,
08/04/22,607.15,612.13,603.5,605.51,143731507,08/01/22,599.52,0,07/10/22,702.51,1,07/07/22,,,07/04/22,,
08/04/23,606.87,613.02,600.65,611.72,188010564,08/01/23,573.26,0,07/10/23,708.48,1,07/07/23,718.88,1,07/04/23,667.98,1
08/04/24,610.77,614,605.05,612.94,179221766,08/01/24,605.99,0,07/10/24,707.03,1,07/07/24,707.04,1,07/04/24,661.9,1
08/04/25,616.22,623.14,615.16,619.34,174461065,08/01/25,607.63,0,07/10/25,716.4,1,07/07/25,696.74,1,07/04/25,668.55,1
08/04/28,621.25,626.87,620.45,622.52,123248162,08/01/28,606.79,0,07/10/28,,,07/07/28,,,07/04/28,,
08/04/29,620.79,620.95,616.04,618.43,156884571,08/01/29,615.26,0,07/10/29,723.67,1,07/07/29,,,07/04/29,,
08/04/30,618.49,624.82,615.48,624.02,170632511,08/01/30,612.93,0,07/10/30,720.36,1,07/07/30,675.95,1,07/04/30,674.14,1
08/05/02,626.46,636.08,625.94,632.77,184419669,08/02/02,,,07/11/02,710.72,1,07/08/02,682.99,1,07/05/02,678.24,1
08/05/05,631.67,634.2,630.98,633.47,81830849,08/02/05,604.72,0,07/11/05,706.3,1,07/08/05,,,07/05/05,,
08/05/06,632.16,634.3,626.49,630.14,153501810,08/02/06,611.45,0,07/11/06,709.07,1,07/08/06,674.03,1,07/05/06,,
08/05/07,632.41,638.47,632.31,636.1,147253931,08/02/07,600.31,0,07/11/07,706.16,1,07/08/07,679.11,1,07/05/07,684.98,1
08/05/08,631.75,636.34,630.66,636.34,145174767,08/02/08,603.15,0,07/11/08,706.72,1,07/08/08,687.66,1,07/05/08,676.69,1
08/05/09,632.72,633.21,627.39,630.28,152691132,08/02/09,,,07/11/09,704.25,1,07/08/09,674.09,1,07/05/09,679.36,1
08/05/12,632.68,635.42,630.96,633.4,70984596,08/02/12,622.1,0,07/11/12,702.03,1,07/08/12,,,07/05/12,,
08/05/13,636.59,637.57,630.84,635.38,135471912,08/02/13,623.66,0,07/11/13,697.78,1,07/08/13,674.26,1,07/05/13,,
08/05/14,638.06,640.06,631.45,638.72,145508784,08/02/14,623.2,0,07/11/14,699.73,1,07/08/14,670.08,1,07/05/14,678.68,1
08/05/15,637.64,639.31,635.01,639.07,140557642,08/02/15,612.02,0,07/11/15,688.74,1,07/08/15,669.97,1,07/05/15,682.36,1
08/05/16,642.5,649.02,642.37,645.12,207652477,08/02/16,,,07/11/16,682.49,1,07/08/16,651.49,1,07/05/16,680.92,1
08/05/19,647.14,652.95,646.82,652.8,136436816,08/02/19,626.76,0,07/11/19,670.01,1,07/08/19,,,07/05/19,,
08/05/20,649.28,649.28,640.87,641.63,137946738,08/02/20,618.01,0,07/11/20,680.06,1,07/08/20,663.16,1,07/05/20,,
08/05/21,642.43,644.56,633.32,635.5,180654057,08/02/21,619.38,0,07/11/21,667.48,1,07/08/21,665.22,1,07/05/21,692.04,1
08/05/22,632.67,639.92,630.05,638.4,155066231,08/02/22,611.56,0,07/11/22,670.63,1,07/08/22,674.3,1,07/05/22,695.36,1
08/05/23,637.59,637.74,626.19,626.66,152814148,08/02/23,,,07/11/23,676.13,1,07/08/23,675.98,1,07/05/23,701.85,1
08/05/26,626.03,627.42,625.57,626.48,65976371,08/02/26,627.26,1,07/11/26,673.61,1,07/08/26,,,07/05/26,,
08/05/27,628.04,630.04,622.28,626.44,135453491,08/02/27,627.79,1,07/11/27,671.19,1,07/08/27,674.48,1,07/05/27,,
08/05/28,627.78,636.52,626.26,632.84,173796261,08/02/28,615.68,0,07/11/28,689.31,1,07/08/28,668.31,1,07/05/28,,
08/05/29,634.72,637.35,630.49,634.71,151080721,08/02/29,605.77,0,07/11/29,693.37,1,07/08/29,669.29,1,07/05/29,704.7,1
08/05/30,636.07,640.85,636.07,639.1,172057543,08/02/29,605.77,0,07/11/30,703.13,1,07/08/30,677.05,1,07/05/30,702.73,1
08/06/02,638.82,639.74,631.13,632.15,123402490,08/03/02,,,07/12/02,,,07/09/02,,,07/06/02,,
08/06/03,629.03,634.34,627.74,634.06,136470357,08/03/03,600.43,0,07/12/03,699.82,1,07/09/03,689.5,1,07/06/03,,
08/06/04,631.57,631.63,624.27,629.92,142691123,08/03/04,588.44,0,07/12/04,695.99,1,07/09/04,696.07,1,07/06/04,721.02,1
08/06/05,630.5,633.97,625.76,628.92,146342320,08/03/05,600.81,0,07/12/05,708.27,1,07/09/05,684.21,1,07/06/05,716.88,1
08/06/06,631.46,634.49,616.62,617.24,188508877,08/03/06,593.17,0,07/12/06,707.63,1,07/09/06,687.03,1,07/06/06,699.48,1
08/06/09,615.5,619.13,613.3,616.97,150679973,08/03/09,,,07/12/09,,,07/09/09,,,07/06/09,,
08/06/10,613.47,614.71,608.02,612.49,159372356,08/03/10,578.1,0,07/12/10,716.56,1,07/09/10,664.38,1,07/06/10,,
08/06/11,613.78,615.79,601.55,602.45,177151078,08/03/11,585.47,0,07/12/11,714.73,1,07/09/11,672.35,1,07/06/11,697.95,1
08/06/12,602.94,608.97,601.97,607.5,160409725,08/03/12,592.1,0,07/12/12,719.57,1,07/09/12,673.96,1,07/06/12,694.92,1
08/06/13,605.86,612.36,601.79,611.46,156058590,08/03/13,583.17,0,07/12/13,705.62,1,07/09/13,678.67,1,07/06/13,695.05,1
08/06/16,613.16,615.51,604.68,609.58,127889397,08/03/16,,,07/12/16,,,07/09/16,,,07/06/16,,
08/06/17,611.46,620.44,611.46,615.75,143552717,08/03/17,554.53,0,07/12/17,695.4,1,07/09/17,671.82,1,07/06/17,,
08/06/18,615.49,616.05,607.15,609.05,151293144,08/03/18,572.98,0,07/12/18,697.91,1,07/09/18,680.39,1,07/06/18,724.88,1
08/06/19,606.59,612.07,603.87,608.69,161271615,08/03/19,569.46,0,07/12/19,696.28,1,07/09/19,696.38,1,07/06/19,724.53,1
08/06/20,609.52,612.59,593.99,597.29,342375401,08/03/20,565.63,0,07/12/20,699.16,1,07/09/20,694.45,1,07/06/20,729.2,1
08/06/23,598.71,599.71,595.78,596.88,142277427,08/03/23,,,07/12/23,,,07/09/23,,,07/06/23,,
08/06/24,597.33,599.24,584.25,591.26,184516745,08/03/24,,,07/12/24,,,07/09/24,700.64,1,07/06/24,,
08/06/25,593.32,599.37,592.61,598.59,144951182,08/03/25,583.73,0,07/12/25,,,07/09/25,697.92,1,07/06/25,715.18,1
08/06/26,594.53,595.18,584.16,584.82,158970300,08/03/26,581.69,0,07/12/26,,,07/09/26,701.51,1,07/06/26,709,1
08/06/27,583.12,584.26,574.57,580.99,178858519,08/03/27,590.39,1,07/12/27,713.75,1,07/09/27,705.94,1,07/06/27,703.68,1
08/06/30,581.19,582.91,570.17,580.4,163265775,08/03/30,,,07/12/30,,,07/09/30,,,07/06/30,,
08/07/01,577.57,579.12,565.82,570.27,194887066,08/04/01,603.05,1,08/01/01,,,07/10/01,711.36,1,07/07/01,,
08/07/02,570.91,576.53,567.37,567.37,184859136,08/04/02,606.66,1,08/01/02,706.95,1,07/10/02,714.31,1,07/07/02,719.57,1
08/07/03,564.43,573.42,556.79,569.76,211212857,08/04/03,604.02,1,08/01/03,702.2,1,07/10/03,,,07/07/03,728,1
08/07/04,570.78,571.33,562.52,563.72,98851032,08/04/04,606.79,1,08/01/04,692.06,1,07/10/04,714.99,1,07/07/04,730.69,1
08/07/07,567.57,575.19,565.16,574,125275022,08/04/07,611.81,1,08/01/07,690.04,1,07/10/07,,,07/07/07,,
08/07/08,572.83,572.85,558.9,565.24,182935541,08/04/08,606.47,1,08/01/08,693.71,1,07/10/08,719.03,1,07/07/08,,
08/07/09,567.56,573.74,567.43,573.06,153880121,08/04/09,602.39,1,08/01/09,685.17,1,07/10/09,719.79,1,07/07/09,732.15,1
08/07/10,569.51,572.18,562.06,566.01,162198994,08/04/10,600.65,1,08/01/10,677.8,1,07/10/10,720.56,1,07/07/10,722.79,1
08/07/11,566.98,568.67,552.36,552.85,180546298,08/04/11,592.74,1,08/01/11,678.01,1,07/10/11,725.62,1,07/07/11,716.78,1
08/07/14,556.72,560.97,555.59,556.55,126590430,08/04/14,588.72,1,08/01/14,680.52,1,07/10/14,,,07/07/14,,
08/07/15,553.18,553.58,539.02,545.34,213750511,08/04/15,591.72,1,08/01/15,665.39,1,07/10/15,720.22,1,07/07/15,,
08/07/16,547.44,553.42,538.43,551.98,205194149,08/04/16,602.2,1,08/01/16,655.62,1,07/10/16,717.84,1,07/07/16,733.53,1
08/07/17,553.17,566.38,552.7,562.78,235342052,08/04/17,599.89,1,08/01/17,650.82,1,07/10/17,720.85,1,07/07/17,727.51,1
08/07/18,560.92,571.09,558.65,570.1,222325783,08/04/18,613.57,1,08/01/18,642.55,1,07/10/18,714.66,1,07/07/18,715.26,1
08/07/21,570.21,579.16,567,574.67,129774797,08/04/21,609.18,1,08/01/21,598.14,1,07/10/21,,,07/07/21,,
08/07/22,572.11,576.11,565.73,575.55,153173311,08/04/22,605.51,1,08/01/22,599.52,1,07/10/22,702.51,1,07/07/22,,
08/07/23,579.33,585.6,578.89,583.6,195298873,08/04/23,611.72,1,08/01/23,573.26,0,07/10/23,708.48,1,07/07/23,718.88,1
08/07/24,584.22,586.39,571.95,573.87,202097687,08/04/24,612.94,1,08/01/24,605.99,1,07/10/24,707.03,1,07/07/24,707.04,1
08/07/25,571.84,576.58,564.77,573.35,203398281,08/04/25,619.34,1,08/01/25,607.63,1,07/10/25,716.4,1,07/07/25,696.74,1
08/07/28,571.9,572.06,566.07,566.51,125606548,08/04/28,622.52,1,08/01/28,606.79,1,07/10/28,,,07/07/28,,
08/07/29,563.71,571.08,558.7,569.16,176592919,08/04/29,618.43,1,08/01/29,615.26,1,07/10/29,723.67,1,07/07/29,,
08/07/30,569.19,579.35,569.19,576.01,160483715,08/04/30,624.02,1,08/01/30,612.93,1,07/10/30,720.36,1,07/07/30,675.95,1
08/07/31,577.56,583.52,574.51,578.57,171410682,08/04/30,624.02,1,08/01/31,610.83,1,07/10/31,725.43,1,07/07/31,688.3,1
08/08/01,576.96,578.41,569.16,570.59,141296048,08/05/01,,,08/02/01,622.72,1,07/11/01,713.79,1,07/08/01,678.33,1
08/08/04,570.79,570.79,564.31,565.94,107709099,08/05/04,,,08/02/04,626.49,1,07/11/04,,,07/08/04,,
08/08/05,566.95,579.62,564.84,578.73,169537024,08/05/05,633.47,1,08/02/05,604.72,1,07/11/05,706.3,1,07/08/05,,
08/08/06,579.86,583.64,577.33,583.32,156071367,08/05/06,630.14,1,08/02/06,611.45,1,07/11/06,709.07,1,07/08/06,674.03,1
08/08/07,582.15,588.44,580.19,582.09,135843271,08/05/07,636.1,1,08/02/07,600.31,1,07/11/07,706.16,1,07/08/07,679.11,1
08/08/08,580.53,585.47,575.13,584.22,142822559,08/05/08,636.34,1,08/02/08,603.15,1,07/11/08,706.72,1,07/08/08,687.66,1
08/08/11,584.81,588.55,584.3,588.33,129126628,08/05/11,,,08/02/11,600.79,1,07/11/11,,,07/08/11,,
08/08/12,586.68,589.33,582.67,586.21,133695022,08/05/12,633.4,1,08/02/12,622.1,1,07/11/12,702.03,1,07/08/12,,
08/08/13,584.37,584.61,572.76,573,172251170,08/05/13,635.38,1,08/02/13,623.66,1,07/11/13,697.78,1,07/08/13,674.26,1
08/08/14,576.14,578.37,569.07,574.96,124898827,08/05/14,638.72,1,08/02/14,623.2,1,07/11/14,699.73,1,07/08/14,670.08,1
08/08/15,577.03,580.91,571.47,575.65,138302168,08/05/15,639.07,1,08/02/15,612.02,1,07/11/15,688.74,1,07/08/15,669.97,1
08/08/18,573.05,579.07,569.67,575.03,85408028,08/05/18,,,08/02/18,623.73,1,07/11/18,,,07/08/18,,
08/08/19,572.55,572.55,561.93,562.94,130426960,08/05/19,652.8,1,08/02/19,626.76,1,07/11/19,670.01,1,07/08/19,,
08/08/20,564.79,567.62,561.73,566.31,105541257,08/05/20,641.63,1,08/02/20,618.01,1,07/11/20,680.06,1,07/08/20,663.16,1
08/08/21,563.94,564,558.35,559.74,132745739,08/05/21,635.5,1,08/02/21,619.38,1,07/11/21,667.48,1,07/08/21,665.22,1
08/08/22,560.72,569.71,559.5,569.02,113867173,08/05/22,638.4,1,08/02/22,611.56,1,07/11/22,670.63,1,07/08/22,674.3,1
08/08/25,567.27,570.43,564.84,565.21,64608512,08/05/25,,,08/02/25,618.35,1,07/11/25,,,07/08/25,,
08/08/26,563.36,571.24,560.25,568.9,105444398,08/05/26,626.48,1,08/02/26,627.26,1,07/11/26,673.61,1,07/08/26,,
08/08/27,567.86,569.81,561.89,567.97,102076723,08/05/27,626.44,1,08/02/27,627.79,1,07/11/27,671.19,1,07/08/27,674.48,1
08/08/28,566.52,578.41,563.51,575.9,132261581,08/05/28,632.84,1,08/02/28,615.68,1,07/11/28,689.31,1,07/08/28,668.31,1
08/08/29,576.02,579.49,574.74,577.15,112040095,08/05/29,634.71,1,08/02/29,605.77,1,07/11/29,693.37,1,07/08/29,669.29,1
08/09/01,573.48,578.73,570.49,576.77,90955594,08/06/01,,,08/03/01,,,07/12/01,,,07/09/01,,
08/09/02,576.21,586.95,573.24,584.19,158666445,08/06/02,632.15,1,08/03/02,,,07/12/02,,,07/09/02,,
08/09/03,580.52,582.95,577.31,578.5,121631073,08/06/03,634.06,1,08/03/03,600.43,1,07/12/03,699.82,1,07/09/03,689.5,1
08/09/04,578.39,579.22,561.31,562.4,160027773,08/06/04,629.92,1,08/03/04,588.44,1,07/12/04,695.99,1,07/09/04,696.07,1
08/09/05,559.31,559.99,545.67,548.25,188734783,08/06/05,628.92,1,08/03/05,600.81,1,07/12/05,708.27,1,07/09/05,684.21,1
08/09/08,548.41,568.32,548.41,560.31,177267905,08/06/08,,,08/03/08,,,07/12/08,,,07/09/08,,
08/09/09,559.37,564.32,553.06,555.49,179720169,08/06/09,616.97,1,08/03/09,,,07/12/09,,,07/09/09,,
08/09/10,555.32,555.66,548.82,552.56,171791599,08/06/10,612.49,1,08/03/10,578.1,1,07/12/10,716.56,1,07/09/10,664.38,1
08/09/11,550.4,552.44,542.31,549.5,157022447,08/06/11,602.45,1,08/03/11,585.47,1,07/12/11,714.73,1,07/09/11,672.35,1
08/09/12,551.91,556.67,549.33,555.91,160458820,08/06/12,607.5,1,08/03/12,592.1,1,07/12/12,719.57,1,07/09/12,673.96,1
08/09/15,555.29,555.43,530.77,539.63,296158777,08/06/15,,,08/03/15,,,07/12/15,,,07/09/15,,
08/09/16,538.6,539.02,522.46,531.67,320374056,08/06/16,609.58,1,08/03/16,,,07/12/16,,,07/09/16,,
08/09/17,531.76,538.1,520.75,522.84,273275039,08/06/17,615.75,1,08/03/17,554.53,1,07/12/17,695.4,1,07/09/17,671.82,1
08/09/18,523.47,531.44,517.85,521.3,319506728,08/06/18,609.05,1,08/03/18,572.98,1,07/12/18,697.91,1,07/09/18,680.39,1
08/09/19,520.8,551.1,520.8,548.9,543117084,08/06/19,608.69,1,08/03/19,569.46,1,07/12/19,696.28,1,07/09/19,696.38,1
08/09/22,548.78,551.96,541.52,541.79,200707504,08/06/22,,,08/03/22,,,07/12/22,,,07/09/22,,
08/09/23,540.49,541.37,534.31,536.77,180981544,08/06/23,596.88,1,08/03/23,,,07/12/23,,,07/09/23,,
08/09/24,537.44,540.22,532.09,535.4,141107985,08/06/24,591.26,1,08/03/24,,,07/12/24,,,07/09/24,700.64,1
08/09/25,535.44,545.64,535.18,544.5,154806579,08/06/25,598.59,1,08/03/25,583.73,1,07/12/25,,,07/09/25,697.92,1
08/09/26,539.49,539.73,529.81,534.15,136220865,08/06/26,584.82,1,08/03/26,581.69,1,07/12/26,,,07/09/26,701.51,1
08/09/29,529.16,530.19,509.73,510.14,202326289,08/06/29,,,08/03/29,,,07/12/29,,,07/09/29,,
08/09/30,504.47,513.56,496.64,513.1,211734232,08/06/30,580.4,1,08/03/30,,,07/12/30,,,07/09/30,,
08/10/01,515.35,515.89,505.32,510.12,167901468,08/07/01,570.27,1,08/04/01,603.05,1,08/01/01,,,07/10/01,711.36,1
08/10/02,509.49,515.78,495.02,497.42,187084880,08/07/02,567.37,1,08/04/02,606.66,1,08/01/02,706.95,1,07/10/02,714.31,1
08/10/03,499.41,509.56,493.75,507.28,160648624,08/07/03,569.76,1,08/04/03,604.02,1,08/01/03,702.2,1,07/10/03,,
08/10/06,505.84,505.84,462.96,470.38,233295462,08/07/06,,,08/04/06,,,08/01/06,,,07/10/06,,
08/10/07,476.04,479.87,463.42,464,297035184,08/07/07,574,1,08/04/07,611.81,1,08/01/07,690.04,1,07/10/07,,
08/10/08,462.95,464.09,424.9,437.16,290596477,08/07/08,565.24,1,08/04/08,606.47,1,08/01/08,693.71,1,07/10/08,719.03,1
08/10/09,440.13,448.78,422,427.21,198877525,08/07/09,573.06,1,08/04/09,602.39,1,08/01/09,685.17,1,07/10/09,719.79,1
08/10/10,412.73,412.73,379.81,398.87,292166656,08/07/10,566.01,1,08/04/10,600.65,1,08/01/10,677.8,1,07/10/10,720.56,1
08/10/13,399.97,443.67,399.97,443.65,225375027,08/07/13,,,08/04/13,,,08/01/13,,,07/10/13,,
08/10/14,445.68,471.13,445.57,455.45,214348413,08/07/14,556.55,1,08/04/14,588.72,1,08/01/14,680.52,1,07/10/14,,
08/10/15,454.49,454.49,421.38,426.9,196306170,08/07/15,545.34,1,08/04/15,591.72,1,08/01/15,665.39,1,07/10/15,720.22,1
08/10/16,425.26,427.71,398.23,406.17,220921515,08/07/16,551.98,1,08/04/16,602.2,1,08/01/16,655.62,1,07/10/16,717.84,1
08/10/17,406.68,423.78,402.97,418.93,236506044,08/07/17,562.78,1,08/04/17,599.89,1,08/01/17,650.82,1,07/10/17,720.85,1
08/10/20,419.25,431.78,417.63,424.08,149599118,08/07/20,,,08/04/20,,,08/01/20,,,07/10/20,,
08/10/21,427.8,429.84,417.13,420.45,141333265,08/07/21,574.67,1,08/04/21,609.18,1,08/01/21,598.14,1,07/10/21,,
08/10/22,416.61,416.61,399.54,401.71,134621810,08/07/22,575.55,1,08/04/22,605.51,1,08/01/22,599.52,1,07/10/22,702.51,1
08/10/23,400.86,401.49,383.43,395.53,144533083,08/07/23,583.6,1,08/04/23,611.72,1,08/01/23,573.26,1,07/10/23,708.48,1
