Anmerkungen,"Kapitalgewichtet, bezugsrechtsbereinigt; Basis: Dezember 1869=100.",Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.,"Bezogen auf die Bardividende, ab 1977 auf die Bruttodividende.",Ab 1977 ohne Steuergutschrift.,Aktien- Index plus reinvestierte Dividenden; Basis: Dezember 1869=100.,Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.,Ab 1977 basierend auf den Dividenden ohne Steuergutschrift.,Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.,Basis: 1985=100.,Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.,Performance- Index dividiert durch den Index der Lebenshaltungskosten; Basis: Dezember 1869=100.,Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.,Ab 1977 netto Performance- Index dividiert durch den Index der Lebenshaltungskosten.,Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.
1960/09,271,"59,8","1,8",,14195,"63,6",,,"37,9","1,2",4036,"61,6",,
1960/10,255,"59,2","1,9",,13365,"62,9",,,"38,6","1,3",3737,"60,7",,
1960/11,250,"57,7","1,9",,13106,"61,3",,,"38,3","1,6",3696,"58,7",,
1960/12,244,"54,7",2,,12880,"58,1",,,"38,3","1,8",3629,"55,2",,
1961/01,242,"51,3",2,,12750,"54,5",,,"38,5","1,9",3575,"51,6",,
1961/02,240,48,2,,12630,"51,1",,,"38,6",2,3533,"48,2",,
1961/03,237,"45,2",2,,12500,"48,2",,,"38,7","2,1",3488,"45,2",,
1961/04,242,"42,6","2,1",,12831,"45,5",,,"38,7","2,1",3580,"42,6",,
1961/05,252,"39,8","2,2",,13387,"42,7",,,"38,9","2,2",3711,"39,8",,
1961/06,254,"35,1","2,1",,13464,"37,8",,,"39,2","2,3",3705,35,,
1961/07,233,"29,2","2,3",,12467,"31,8",,,"39,3","2,3",3422,"29,1",,
1961/08,222,"22,5","2,4",,11883,"24,8",,,"39,2","2,5",3273,22,,
1961/09,212,"15,2","2,6",,11332,"17,5",,,"39,1","2,6",3123,"14,7",,
1961/10,215,"9,7","2,4",,11541,"11,8",,,"39,1","2,4",3181,"9,4",,
1961/11,230,"5,7","2,5",,12301,"7,8",,,"39,4","2,4",3369,"5,4",,
1961/12,222,"2,5","2,5",,11983,"4,5",,,"38,9","2,3",3323,"2,2",,
1962/01,218,"-0,4","2,6",,11761,"1,7",,,"39,9","2,5",3180,"-0,7",,
1962/02,215,-3,"2,6",,11583,"-1,9",,,"40,5","2,7",3087,"-3,6",,
1962/03,213,"-5,6","2,6",,11483,"-3,6",,,"39,9","2,8",3105,"-6,2",,
1962/04,206,"-8,4","2,9",,11190,"-6,4",,,"40,1","2,9",3010,"-9,1",,
1962/05,190,-12,"3,1",,10329,-10,,,40,3,2784,"-12,6",,
1962/06,173,"-15,3","3,5",,9389,"-13,4",,,"40,1","2,9",2528,"-15,8",,
1962/07,167,-17,"3,6",,9227,"-15,1",,,"40,2","2,9",2480,"-17,4",,
1962/08,161,"-17,7","3,7",,8864,"-15,7",,,"39,9","2,8",2396,-18,,
1962/09,158,"-17,9","3,7",,8728,"-15,9",,,"39,9","2,7",2362,"-18,1",,
1962/10,145,"-19,2","4,1",,8002,"-17,2",,,40,"2,8",2159,"-19,4",,
1962/11,161,"-21,1","3,7",,8898,-19,,,"40,2","2,7",2391,"-21,1",,
1962/12,169,"-22,3","3,4",,9403,"-20,3",,,"40,4","2,9",2512,"-22,5",,
1963/01,162,"-23,7","3,6",,9059,"-21,6",,,"40,8","2,8",2396,"-23,7",,
1963/02,158,"-25,1","3,7",,8807,"-22,9",,,"41,2","2,5",2307,"-24,8",,
1963/03,158,"-26,4","3,7",,8795,"-24,2",,,"41,2","2,5",2304,-26,,
1963/04,162,"-27,1","3,6",,9111,"-24,8",,,"41,3","2,5",2380,"-26,6",,
1963/05,176,"-25,9","3,2",,9910,"-23,4",,,"41,2","2,5",2596,"-25,3",,
1963/06,179,"-23,2","3,1",,10073,"-20,7",,,"41,1","2,5",2644,"-22,6",,
1963/07,178,"-20,8","3,2",,10155,"-18,1",,,41,"2,5",2676,"-20,1",,
1963/08,185,"-17,8","3,1",,10578,"-14,9",,,"40,9","2,5",2792,-17,,
1963/09,190,"-14,5",3,,10871,"-11,5",,,"41,1","2,6",2853,"-13,8",,
1963/10,186,"-10,1","3,1",,10648,"-6,8",,,"41,2","2,7",2787,"-9,3",,
1963/11,181,"-6,4","3,2",,10343,-3,,,"41,5","2,8",2691,"-5,7",,
1963/12,183,"-3,5","3,2",,10536,0,,,"41,8","2,7",2723,"-2,6",,
1964/01,188,"0,2",3,,10832,"3,9",,,"42,1","2,8",2775,1,,
1964/02,199,5,"2,9",,11460,"8,8",,,"42,4","2,9",2916,"5,6",,
1964/03,207,"10,3","2,8",,11922,"14,2",,,"42,6","2,9",3021,"10,9",,
1964/04,206,15,"2,9",,11965,19,,,"42,3","2,9",3054,"15,6",,
1964/05,201,"17,2",3,,11714,"21,2",,,"42,3","2,9",2990,"17,7",,
1964/06,198,"17,8","3,1",,11511,"21,7",,,"42,3","2,9",2938,"18,3",,
1964/07,202,"18,4",3,,11904,"22,3",,,"42,5",3,3024,"18,7",,
1964/08,206,18,"2,9",,12146,"21,8",,,"42,6","3,2",3074,18,,
1964/09,208,17,"2,9",,12231,"20,7",,,"42,8","3,3",3084,"16,9",,
1964/10,200,"15,3",3,,11795,19,,,"42,9","3,4",2968,"15,1",,
1964/11,193,"14,8","3,1",,11384,"18,4",,,"43,2","3,4",2843,"14,5",,
1964/12,194,"14,6","3,1",,11538,"18,1",,,"43,6","3,5",2855,"14,1",,
1965/01,193,"13,5","3,1",,11489,"16,9",,,"43,1","3,4",2878,"13,1",,
1965/02,190,"10,9","3,2",,11306,"14,3",,,"43,1","3,3",2829,"10,6",,
1965/03,186,"7,5","3,3",,11062,"10,8",,,"43,2","3,2",2760,"7,4",,
1965/04,186,"4,5","3,3",,11135,"7,7",,,"43,4","3,2",2771,"4,4",,
1965/05,181,"2,5","3,5",,10852,"5,5",,,"43,6","3,2",2685,"2,3",,
1965/06,177,"0,7","3,7",,10593,"3,7",,,44,"3,3",2600,"0,5",,
1965/07,174,"-1,6","3,7",,10610,"1,4",,,"44,2","3,3",2590,"-1,8",,
1965/08,177,"-3,7","3,7",,10773,"-0,8",,,"44,3","3,3",2625,"-3,9",,
1965/09,177,"-5,7","3,7",,10785,"-2,8",,,"44,4","3,3",2620,"-5,9",,
1965/10,172,"-7,5","3,8",,10460,"-4,6",,,"44,5","3,2",2537,"-7,6",,
1965/11,168,"-9,1",4,,10197,"-6,2",,,"44,6","3,2",2466,-9,,
1965/12,165,"-10,7","3,9",,10166,"-7,8",,,"44,7",3,2452,"-10,5",,
1966/01,170,"-11,9","3,8",,10495,-9,,,"44,8","3,2",2529,"-11,7",,
1966/02,173,"-12,3","3,8",,10622,"-9,3",,,"44,9","3,4",2555,"-12,3",,
1966/03,170,"-12,2","3,9",,10470,"-9,2",,,45,"3,6",2512,"-12,3",,
1966/04,166,"-12,3",4,,10313,"-9,3",,,"45,3","3,7",2454,"-12,5",,
1966/05,155,"-12,6","4,1",,9686,"-9,5",,,"45,4","3,8",2301,"-12,9",,
1966/06,148,"-13,1","4,5",,9237,"-9,9",,,"45,9","3,9",2172,"-13,3",,
1966/07,140,"-13,5","4,8",,8865,"-10,3",,,"45,9","3,8",2084,"-13,6",,
1966/08,140,-14,"4,6",,8917,"-10,8",,,"45,6","3,8",2109,-14,,
1966/09,144,"-14,3","4,5",,9165,-11,,,"45,7","3,7",2164,"-14,2",,
1966/10,140,"-14,7","4,8",,8878,"-11,3",,,"45,8","3,6",2092,"-14,4",,
1966/11,135,"-15,1","4,7",,8604,"-11,8",,,"45,9","3,6",2022,"-14,8",,
1966/12,136,"-15,3","4,8",,8780,"-11,9",,,46,"3,6",2060,-15,,
1967/01,136,-16,"4,6",,8740,"-12,6",,,"45,9","3,5",2054,"-15,5",,
1967/02,145,"-16,6","4,4",,9323,"-13,1",,,"45,9","3,3",2189,-16,,
1967/03,147,"-17,1","4,3",,9495,"-13,5",,,46,"3,2",2226,"-16,2",,
1967/04,146,"-17,2","4,5",,9514,"-13,6",,,46,"2,9",2231,"-16,1",,
1967/05,143,"-16,8","4,4",,9326,-13,,,46,"2,7",2186,"-15,4",,
1967/06,141,-16,"4,6",,9179,"-12,1",,,"46,2","2,4",2143,"-14,3",,
1967/07,143,"-14,3","4,3",,9486,"-10,4",,,"46,9","2,3",2181,"-12,5",,
1967/08,161,"-11,7","3,9",,10660,"-7,5",,,"46,9","2,3",2451,"-9,7",,
1967/09,167,-9,"3,8",,11111,"-4,6",,,"46,4","2,1",2584,"-6,8",,
1967/10,169,"-5,9","3,7",,11234,"-1,3",,,"46,4",2,2611,"-3,4",,
1967/11,177,-2,"3,6",,11752,"2,8",,,"46,4","1,9",2734,"0,7",,
1967/12,181,2,"3,5",,12109,"6,9",,,"46,6","1,7",2806,5,,
1968/01,191,"7,1","3,4",,12827,"12,2",,,"46,6","1,6",2968,"10,3",,
1968/02,192,"11,5","3,4",,12882,"16,8",,,"46,7","1,6",2978,"14,8",,
1968/03,192,"15,5","3,3",,12868,"20,9",,,"46,7","1,5",2975,19,,
1968/04,201,"20,1","3,2",,13619,"25,5",,,"46,7","1,5",3146,"23,6",,
1968/05,202,"24,5","3,1",,13702,"29,9",,,"46,7","1,6",3163,"27,9",,
1968/06,206,"28,9","2,9",,13981,"34,4",,,"46,9","1,6",3219,"32,3",,
1968/07,209,"32,6","2,9",,14328,"38,1",,,47,"1,5",3293,"36,1",,
1968/08,212,34,"2,9",,14498,"39,4",,,47,"1,2",3326,"37,7",,
1968/09,209,"34,6",3,,14314,"39,8",,,"47,6","1,3",3247,38,,
1968/10,212,"34,8","2,9",,14512,"39,8",,,"47,2","1,4",3315,38,,
1968/11,207,"33,3",3,,14216,"38,2",,,"47,4","1,5",3236,"36,2",,
1968/12,203,"31,4",3,,14045,36,,,"47,5","1,5",3192,34,,
1969/01,209,"28,5","2,9",,14443,"32,8",,,"47,6","1,6",3274,"30,9",,
1969/02,212,"26,4",3,,14656,"30,6",,,"47,7","1,6",3314,"28,6",,
1969/03,212,"24,6",3,,14671,"28,6",,,"47,8","1,7",3312,"26,5",,
1969/04,212,"21,8","3,1",,14791,"25,6",,,"47,9","1,8",3333,"23,5",,
1969/05,221,"19,3","2,9",,15436,23,,,48,"1,9",3470,"20,7",,
1969/06,223,"16,4",3,,15551,20,,,"48,1","1,9",3487,"17,7",,
1969/07,213,"13,2","3,2",,15051,"16,6",,,"48,2","2,1",3369,"14,2",,
1969/08,221,"11,1",3,,15603,"14,4",,,"48,3","2,4",3487,"11,8",,
1969/09,222,"9,7",3,,15705,13,,,"48,5","2,3",3495,"10,5",,
1969/10,231,"8,5","2,9",,16315,"11,8",,,"48,6","2,4",3622,"9,2",,
1969/11,242,"8,6","2,7",,17129,"11,9",,,"48,7","2,5",3796,"9,2",,
1969/12,235,"8,9","2,9",,16734,"12,2",,,"48,8","2,5",3696,"9,5",,
1970/01,226,"8,8","3,1",,16089,"12,1",,,"49,2","2,6",3528,"9,2",,
1970/02,220,"8,2","3,2",,15664,"11,6",,,"49,4","2,7",3423,"8,6",,
1970/03,216,"7,5","3,2",,15415,"10,8",,,"49,5","2,8",3358,"7,8",,
1970/04,217,"7,2","3,4",,15600,"10,5",,,"49,7","2,9",3387,"7,4",,
1970/05,196,"5,4","3,8",,14120,"8,7",,,"49,8",3,3058,"5,5",,
1970/06,189,"3,4","3,9",,13587,"6,6",,,50,"3,1",2933,"3,4",,
1970/07,186,"2,2",4,,13594,"5,3",,,"50,1","3,3",2928,"2,1",,
1970/08,194,"0,8",4,,14195,"3,9",,,"50,3","3,4",3045,"0,6",,
1970/09,188,"-1,1","4,1",,13759,2,,,"50,4","3,5",2947,"-1,4",,
1970/10,185,"-3,6","4,1",,13519,"-0,6",,,"50,5","3,6",2886,-4,,
1970/11,179,"-7,3","4,3",,13083,"-4,4",,,"50,7","3,7",2784,"-7,7",,
1970/12,177,"-10,6","4,4",,13133,"-7,7",,,"50,8","3,8",2788,-11,,
1971/01,190,"-12,5","3,9",,14108,"-9,6",,,"51,1","3,9",2980,"-12,9",,
1971/02,204,"-13,3","3,8",,15083,"-10,4",,,"51,4","3,9",3168,"-13,7",,
1971/03,206,"-13,9","3,8",,15251,"-10,8",,,"51,7",4,3181,"-14,2",,
1971/04,200,"-14,6",4,,15032,"-11,5",,,52,"4,1",3120,-15,,
1971/05,198,"-13,8","3,9",,14816,"-10,5",,,"52,7","4,2",3035,"-14,2",,
1971/06,196,"-12,4",4,,14677,-9,,,"52,3","4,3",3027,"-12,8",,
1971/07,197,-11,"3,9",,15013,"-7,5",,,"52,6","4,4",3078,"-11,5",,
1971/08,196,-10,4,,14950,"-6,4",,,"52,8","4,5",3054,"-10,5",,
1971/09,185,"-8,9","4,1",,14074,"-5,2",,,"53,1","4,6",2861,"-9,5",,
1971/10,178,"-7,5","4,4",,13588,"-3,7",,,"53,3","4,7",2752,"-8,1",,
1971/11,172,"-5,4","4,2",,13119,"-1,4",,,"53,4","4,8",2650,-6,,
1971/12,183,"-2,8",4,,14083,"1,2",,,"53,6","4,9",2837,"-3,6",,
1972/01,191,"-1,3","3,7",,14685,"2,7",,,"53,9","5,1",2941,"-2,2",,
1972/02,203,"-0,7","3,4",,15620,"3,4",,,"54,1","5,2",3114,"-1,7",,
1972/03,210,"-0,1","3,2",,16143,4,,,"54,4","5,2",3204,"-1,1",,
1972/04,215,"1,3",3,,16722,"5,4",,,"54,5","5,2",3309,"0,1",,
1972/05,219,"2,1","2,9",,17057,"6,2",,,"54,7","5,1",3364,"1,1",,
1972/06,214,"2,6","2,9",,16658,"6,7",,,55,"5,1",3270,"1,5",,
1972/07,213,"2,8","2,8",,16764,"6,9",,,"55,8","5,2",3241,"1,5",,
1972/08,220,"3,8","2,9",,17298,"7,8",,,"55,7","5,3",3350,"2,3",,
1972/09,214,"5,2",3,,16829,"9,2",,,"56,3","5,3",3227,"3,6",,
1972/10,208,"6,7",3,,16328,"10,7",,,"56,5","5,3",3117,5,,
1972/11,209,"8,6","3,1",,16408,"12,6",,,"56,7","5,4",3122,"6,7",,
1972/12,207,"9,4","3,1",,16397,"13,3",,,57,"5,5",3106,"7,3",,
1973/01,217,"10,5","2,9",,17196,"14,4",,,"57,3","5,6",3240,"8,3",,
1973/02,214,11,"2,9",,16952,"14,8",,,"57,6","5,7",3175,"8,6",,
1973/03,225,"11,5","2,8",,17816,"15,1",,,58,"5,8",3314,"8,9",,
1973/04,224,"11,2","2,9",,17937,"14,7",,,"58,4",6,3316,"8,3",,
1973/05,204,"9,5","3,1",,16291,"12,9",,,"58,7","6,3",2994,"6,3",,
1973/06,200,8,"3,3",,16028,"11,3",,,"59,1","6,5",2926,"4,6",,
1973/07,188,"6,2","3,5",,15265,"9,4",,,"59,4","6,5",2773,"2,9",,
1973/08,186,"3,8","3,4",,15098,"6,9",,,"59,7","6,6",2729,"0,4",,
1973/09,182,"1,2","3,5",,14798,"4,2",,,"59,5","6,6",2683,"-2,1",,
1973/10,186,"-0,9","3,3",,15081,"2,1",,,"60,3","6,7",2701,"-4,1",,
1973/11,179,"-3,5","3,6",,14497,"-0,6",,,"60,9","6,8",2569,"-6,7",,
1973/12,170,"-5,9","3,7",,13917,"-3,1",,,"61,4","6,9",2444,"-9,1",,
1974/01,177,"-8,4","3,6",,14524,"-5,6",,,"61,2","6,9",2562,"-11,6",,
1974/02,176,"-10,3","3,8",,14423,"-7,5",,,62,7,2510,"-13,4",,
1974/03,173,"-12,8","3,8",,14204,"-10,1",,,"62,2","7,1",2464,"-15,9",,
1974/04,178,"-14,9","3,8",,14809,"-12,1",,,"62,5","7,1",2557,"-17,8",,
1974/05,177,"-15,4",4,,14724,"-12,6",,,"62,9",7,2526,"-18,3",,
1974/06,171,-16,"4,1",,14178,"-13,2",,,"63,1",7,2423,"-18,8",,
1974/07,164,"-16,2","4,5",,13823,"-13,3",,,"63,5",7,2349,-19,,
1974/08,166,"-15,8","4,5",,14014,"-12,9",,,"63,8",7,2369,"-18,6",,
1974/09,160,"-15,7","4,7",,13475,"-12,6",,,"64,1","7,2",2269,"-18,5",,
1974/10,155,"-16,2","4,7",,13128,"-13,1",,,"64,7","7,2",2190,-19,,
1974/11,160,"-15,9","4,5",,13475,"-12,8",,,"64,9","7,1",2239,"-18,6",,
1974/12,167,"-14,8","4,5",,14254,"-11,4",,,"65,1",7,2361,"-17,3",,
1975/01,173,"-13,5","4,1",,14799,-10,,,"65,4",7,2442,"-16,1",,
1975/02,185,"-11,6","3,7",,15873,-8,,,"65,6","6,8",2611,"-14,1",,
1975/03,195,"-8,6","3,7",,16717,"-4,8",,,"65,9","6,7",2738,-11,,
1975/04,203,"-5,6","3,7",,17576,"-1,6",,,"66,3","6,7",2859,"-7,9",,
1975/05,193,"-3,7","3,8",,16722,"0,4",,,"66,7","6,6",2704,-6,,
1975/06,188,"-1,6","3,8",,16242,"2,6",,,"67,2","6,5",2609,"-3,9",,
1975/07,194,"0,9","3,6",,17020,"5,3",,,"67,4","6,5",2726,"-1,3",,
1975/08,194,"3,3","3,8",,17056,"7,7",,,"67,6","6,4",2723,1,,
1975/09,190,"5,8","3,9",,16641,"10,4",,,68,"6,3",2642,"3,7",,
1975/10,196,"9,4","3,7",,17219,"14,1",,,"68,2","6,1",2723,"7,3",,
1975/11,206,"12,7","3,5",,18085,"17,5",,,"68,4",6,2852,"10,7",,
1975/12,211,"15,1","3,5",,18695,"19,9",,,"68,6",6,2940,13,,
1976/01,218,"17,5","3,5",,19315,"22,4",,,"68,8","5,8",3028,"15,5",,
1976/02,221,"18,7","3,5",,19589,"23,5",,,"69,2","5,8",3056,"16,7",,
1976/03,227,19,"3,4",,20100,"23,7",,,"69,4","5,7",3124,"16,9",,
1976/04,221,"18,4","3,4",,19789,23,,,"69,8","5,7",3058,"16,4",,
1976/05,211,"18,3","3,4",,18904,"22,8",,,70,"5,6",2913,"16,4",,
1976/06,212,"18,5","3,4",,18960,"22,9",,,"70,2","5,4",2916,"16,7",,
1976/07,209,"17,6","3,5",,19018,"21,9",,,"70,1","5,2",2927,"15,9",,
1976/08,206,"16,6","3,5",,18738,"20,8",,,"70,7","5,1",2861,15,,
1976/09,206,"15,7","3,5",,18719,"19,9",,,"70,3","4,9",2873,"14,4",,
1976/10,194,"13,5","3,8",,17636,"17,5",,,"70,9","4,8",2685,"12,3",,
1976/11,198,"10,9","3,7",,17953,"14,7",,,71,"4,6",2728,"9,7",,
1976/12,199,"8,3","3,6",,18280,12,18280,,"71,3","4,5",2766,"7,3",2766,
1977/01,202,"5,5","5,6","3,6",18526,"9,2",18526,,"71,6","4,4",2791,"4,7",2792,
1977/02,199,"3,1","5,8","3,7",18262,"6,6",18262,,"71,8","4,3",2743,"2,3",2744,
1977/03,199,"0,6","5,7","3,6",18262,"4,1",18262,,72,"4,2",2735,0,2737,
1977/04,209,"-0,6","5,5","3,5",19486,"2,9",19168,,"72,3",4,2907,"-1,9",2861,
1977/05,211,"-1,3","5,8","3,7",19716,"2,2",19601,,"72,5","3,9",2933,"-1,5",2917,
1977/06,207,"-2,4",6,"3,8",19313,"1,1",19200,,"72,9","3,9",2858,"-2,6",2842,
1977/07,207,"-3,1","5,9","3,8",19827,"0,6",19257,,73,"3,9",2930,"-3,1",2846,
1977/08,213,"-3,3","5,8","3,7",20397,"0,6",20110,,"73,2","3,8",3005,"-3,1",2964,
1977/09,214,"-3,6","5,8","3,7",20456,"0,4",20168,,"73,4","3,9",3005,"-3,4",2965,
1977/10,218,"-2,6","5,9","3,8",20790,"1,6",20498,,"73,9","3,9",3036,"-2,3",2993,
1977/11,222,"-1,3","5,7","3,6",21183,"3,1",20885,,"73,8","3,9",3097,"-0,9",3054,
1977/12,218,"-0,1","5,8","3,7",21209,"4,6",20556,,74,"3,9",3092,"0,6",2997,
1978/01,222,"1,4","5,7","3,6",21629,"6,3",21195,,"74,1","3,8",3150,"2,3",3086,
1978/02,225,"3,3","5,6","3,6",21829,"8,5",21390,,"74,4","3,8",3168,"4,5",3102,
1978/03,222,"5,4","5,5","3,5",21609,"10,9",21175,,"74,5","3,8",3130,"6,8",3067,
1978/04,221,"6,4","5,3","3,4",21787,"12,1",21018,,"74,6","3,8",3150,8,3040,
1978/05,218,"6,7",5,"3,2",21523,"12,5",20974,,"74,8","3,7",3103,"8,4",3025,
1978/06,224,"7,6","4,9","3,1",22112,"13,6",21547,,75,"3,7",3182,"9,6",3100,
1978/07,229,"8,6","4,6",3,23020,"14,6",22022,,"75,1","3,5",3306,"10,7",3164,
1978/08,234,"9,1","4,6","2,9",23516,"15,1",22765,,"75,2","3,5",3374,"11,3",3266,
1978/09,240,"9,8","4,5","2,9",24116,"15,9",23346,,"75,3","3,3",3454,"12,2",3345,
1978/10,243,"9,8","4,6",3,24406,"15,9",23626,,"75,5","3,2",3486,"12,4",3377,
1978/11,237,"9,3","4,6",3,23806,"15,4",23046,,"75,8","3,1",3387,12,3281,
1978/12,236,"9,2","4,7",3,24098,"15,2",23006,"13,1","76,8","3,1",3386,"11,8",3232,"9,7"
1979/01,238,"8,9","4,6","2,9",24287,"14,8",23394,"12,7","76,5",3,3424,"11,4",3300,"9,4"
1979/02,230,8,"4,7",3,23490,"13,8",22627,"11,8","76,7",3,3303,"10,5",3183,"8,5"
1979/03,228,"7,3","4,9","3,1",23217,"12,9",22364,"10,9","77,2",3,3245,"9,6",3126,"7,7"
1979/04,227,7,"4,9","3,1",23453,"12,5",22263,"10,6","77,4","3,1",3268,"9,2",3104,"7,3"
1979/05,218,"6,7","5,2","3,3",22601,"12,2",21658,"10,2","77,7","3,1",3139,"8,8",3008,7
1979/06,211,"5,5","5,3","3,4",21814,"10,8",20903,"8,9","78,1","3,2",3015,"7,4",2888,"5,6"
1979/07,214,"4,1","5,2","3,3",22569,"9,3",21189,"7,4","78,7","3,4",3095,"5,8",2905,4
1979/08,218,"2,7","5,1","3,3",23004,"7,7",21883,"5,9",79,"3,6",3142,"4,1",2989,"2,4"
1979/09,221,1,"5,1","3,3",23308,6,22172,"4,2","79,4","3,8",3167,"2,1",3013,"0,4"
1979/10,216,"-0,9","5,4","3,4",22786,"3,9",21676,"2,2","79,7","4,1",3086,"-0,1",2935,"-1,8"
1979/11,207,"-2,5","5,4","3,4",21874,"2,2",20808,"0,5","79,9","4,3",2953,"-1,9",2810,"-3,6"
1979/12,207,"-4,2","5,4","3,5",22275,"0,4",20850,"-1,3","80,2","4,4",2995,"-3,7",2805,"-5,3"
1980/01,205,"-5,9","5,5","3,5",22032,"-1,3",20838,-3,"80,3","4,5",2959,"-5,5",2800,"-7,1"
1980/02,214,"-6,7","5,4","3,4",23026,"-2,1",21778,"-3,8","81,2","4,7",3058,"-6,5",2894,"-8,1"
1980/03,203,"-7,8","5,9","3,8",21812,"-3,2",20629,"-4,9","81,7","4,9",2879,"-7,6",2724,"-9,3"
1980/04,201,"-8,9","5,9","3,8",22019,"-4,2",20462,-6,"81,9","5,1",2901,"-8,8",2696,"-10,5"
1980/05,205,"-9,4",6,"3,8",22424,"-4,7",21075,"-6,4","82,4","5,3",2936,"-9,4",2760,"-11,1"
1980/06,210,-9,"5,9","3,8",22941,"-4,2",21561,"-5,9","82,6","5,4",2995,"-9,1",2816,"-10,8"
1980/07,215,"-8,4","5,7","3,6",24082,"-3,5",22131,"-5,3","82,8","5,5",3138,"-8,5",2884,"-10,2"
1980/08,216,"-7,9","5,8","3,7",24151,"-2,9",22518,"-4,8","83,1","5,5",3134,-8,2924,"-9,7"
1980/09,214,"-7,5","5,8","3,7",23875,"-2,4",22261,"-4,3","83,2","5,4",3095,"-7,5",2887,"-9,3"
1980/10,215,"-6,6","5,9","3,8",23990,"-1,4",22368,"-3,3","83,6","5,3",3098,"-6,5",2887,"-8,3"
1980/11,209,"-5,5","5,9","3,8",23324,"-0,2",21746,"-2,2",84,"5,3",2994,"-5,3",2793,"-7,2"
1980/12,207,"-4,5",6,"3,9",23534,"0,9",21554,"-1,1","84,6","5,4",3001,"-4,3",2749,"-6,2"
1981/01,206,"-3,3","6,1","3,9",23440,"2,3",21716,"0,2","85,1","5,5",2971,"-3,1",2753,"-5,1"
1981/02,203,"-3,1","6,1","3,9",23043,"2,5",21348,"0,4","85,6","5,5",2904,"-2,9",2691,"-4,8"
1981/03,205,"-2,2","5,8","3,7",23323,"3,5",21608,"1,4","86,4","5,5",2914,"-1,8",2698,"-3,8"
1981/04,213,"-0,7","5,5","3,5",24660,"5,1",22475,"2,9","86,8","5,5",3066,"-0,4",2794,"-2,4"
1981/05,210,0,"5,5","3,5",24327,"5,9",22406,"3,7","87,2","5,5",3011,"0,4",2772,"-1,7"
1981/06,217,"0,3","5,3","3,4",25064,"6,2",23085,4,"87,4","5,5",3093,"0,7",2850,"-1,4"
1981/07,218,"0,3","5,3","3,4",25744,"6,2",23216,"4,1","88,1","5,6",3153,"0,6",2843,"-1,4"
1981/08,217,"0,4","5,5","3,5",25647,"6,3",23445,"4,2","88,6","5,7",3124,"0,6",2855,"-1,4"
1981/09,209,"0,5","5,8","3,7",24651,"6,4",22535,"4,3","89,2","5,9",2983,"0,5",2726,"-1,5"
1981/10,204,"0,1","5,8","3,7",24141,6,22068,"3,9","89,6","6,1",2908,"-0,1",2658,"-2,1"
1981/11,205,"-0,1","5,7","3,6",24166,"5,7",22091,"3,6",90,"6,2",2897,"-0,4",2648,"-2,5"
1981/12,205,"-0,1","5,8","3,7",24663,"5,6",22157,"3,6","90,2","6,3",2949,"-0,6",2651,"-2,6"
1982/01,203,"-0,3","5,8","3,7",24415,"5,5",22181,"3,4","90,6","6,4",2908,"-0,8",2642,"-2,8"
1982/02,208,"0,4","5,6","3,6",25058,"6,2",22765,"4,1","90,8","6,4",2977,"-0,2",2705,"-2,2"
1982/03,214,"0,7","5,4","3,5",25676,"6,4",23326,"4,4","90,9","6,4",3047,"0,1",2769,"-1,9"
1982/04,216,"0,4","5,4","3,4",26414,"6,1",23618,4,"91,1","6,3",3129,"-0,2",2797,"-2,1"
1982/05,212,"0,2","5,4","3,4",25837,"5,9",23339,"3,8","91,8","6,2",3036,"-0,3",2743,"-2,3"
1982/06,206,"-0,5","5,5","3,5",25209,"5,2",22772,"3,1","92,8","6,3",2931,-1,2648,-3
1982/07,205,"-1,1","5,5","3,5",25558,"4,5",22591,"2,5",93,"6,2",2966,"-1,6",2621,"-3,5"
1982/08,202,"-1,7","5,6","3,6",25250,"3,8",22633,"1,8","93,1","6,1",2925,"-2,1",2623,-4
1982/09,208,"-1,6","5,3","3,4",25918,4,23231,2,"93,5","5,9",2992,"-1,8",2681,"-3,7"
1982/10,215,"-0,7","5,3","3,4",26816,"4,8",24036,"2,8","93,9","5,7",3082,"-0,8",2762,"-2,7"
1982/11,216,"-0,1","5,2","3,3",26995,"5,5",24197,"3,5","94,1","5,5",3094,0,2775,"-1,9"
1982/12,227,"0,8","4,9","3,1",28797,"6,5",25439,"4,5","94,4","5,3",3292,"1,1",2908,"-0,8"
1983/01,229,2,"4,9","3,2",28954,"7,7",25818,"5,6","94,4","5,1",3310,"2,4",2951,"0,5"
